"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","checkpoint_path","data_percentage","dropout","frames","lr","lr_scheduler_init/class_path","lr_scheduler_init/init_args/gamma","lr_scheduler_init/init_args/last_epoch","lr_scheduler_init/init_args/step_size","lr_scheduler_init/init_args/verbose","mode","multi_instance","multi_view_strategy","optimizer_init/class_path","optimizer_init/init_args/amsgrad","optimizer_init/init_args/betas","optimizer_init/init_args/eps","optimizer_init/init_args/lr","optimizer_init/init_args/maximize","optimizer_init/init_args/weight_decay","output_classes","pretrained","print_attention_maps","proj_dim","proj_layers","task","video_model","video_model_depth","wd","optimizer_init/init_args/capturable","epoch","loss_epoch","loss_step","mae_epoch","mae_step","mse_epoch","mse_step","trainer/global_step","val_loss_epoch","val_loss_step","val_mae_epoch","val_mae_step","val_mse_epoch","val_mse_step"
"2023-07-09-12:26:06_version_1","finished","-","rshad","","2023-07-09T20:00:23.000Z","40505","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=319-step=66240.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","false","14","3.1756906509399414","0.26055946946144104","3.642388343811035","0.7218856811523438","26.550052642822266","0.5211189389228821","49999","2.7375426292419434","2.018596649169922","3.2003819942474365","2.518596649169922","18.107349395751953","6.343328952789307"
"2023-07-09-12:26:06_version_0","finished","-","rshad","","2023-07-12T00:36:50.000Z","41533","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=309-step=64170.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","false","14","3.0989177227020264","2.410503387451172","3.56272554397583","2.910503387451172","25.181690216064453","8.471030235290527","49999","2.7745070457458496","2.528114318847656","3.2428159713745117","3.028114318847656","18.068296432495117","9.169476509094238"
"2022-09-20-20:41:54_version_9","finished","-","rshad","","2022-09-21T14:35:42.000Z","77851","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=149-step=31050.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.0560927391052246","4.666099548339844","3.5178091526031494","5.166099548339844","26.02229118347168","26.68858528137207","49999","2.769136428833008","1.5391197204589844","3.229405403137207","2.0391197204589844","18.25172996520996","4.158009052276611"
"2022-09-20-20:41:54_version_8","finished","-","rshad","","2022-09-21T13:41:05.000Z","72915","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=69-step=14490.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","2.998934507369995","4.5720672607421875","3.462085485458374","5.0720672607421875","24.63179397583008","25.725866317749023","49999","2.8691134452819824","2.6809234619140625","3.328993320465088","3.1809234619140625","19.31525993347168","10.118273735046388"
"2022-09-20-20:41:54_version_7","finished","-","rshad","","2022-09-21T13:41:04.000Z","80495","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=279-step=57960.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","2.981133937835694","4.90557861328125","3.446208238601685","5.40557861328125","24.77273178100586","29.220279693603516","49999","2.758664131164551","1.7991714477539062","3.229090929031372","2.2991714477539062","18.148372650146484","5.286189556121826"
"2022-09-20-20:41:54_version_6","finished","-","rshad","","2022-09-21T01:04:19.000Z","74996","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=99-step=20700.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.055851459503174","5.4265899658203125","3.5223541259765625","5.9265899658203125","24.902795791625977","35.12446975708008","49999","2.7900235652923584","0.992473602294922","3.254122257232666","1.492473602294922","18.722461700439453","2.227477550506592"
"2022-09-20-20:41:54_version_5","finished","-","rshad","","2022-09-21T01:03:27.000Z","33440","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=219-step=45540.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.0804338455200195","4.4571380615234375","3.549417495727539","4.9571380615234375","25.330198287963867","24.573217391967773","49999","2.7785656452178955","1.17364501953125","3.2434113025665283","1.67364501953125","18.428403854370117","2.8010876178741455"
"2022-09-20-20:41:54_version_4","finished","-","rshad","","2022-09-21T01:03:27.000Z","33441","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=229-step=47610.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.04211950302124","5.007789611816406","3.5052490234375","5.507789611816406","25.798038482666016","30.33574676513672","49999","2.800746440887451","1.3865585327148438","3.2668216228485107","1.886558532714844","18.73729133605957","3.559103012084961"
"2022-09-20-20:41:54_version_4","finished","-","rshad","","2022-09-22T23:44:28.000Z","40761","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=229-step=47610.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.0066630840301514","2.170448303222656","3.470712423324585","2.670448303222656","24.767595291137695","7.131294250488281","49999","2.760897159576416","1.598876953125","3.225050449371338","2.098876953125","18.198902130126953","4.405284404754639"
"2022-09-20-20:41:54_version_3","finished","-","rshad","","2022-09-22T00:41:51.000Z","36983","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=199-step=41400.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.055347442626953","4.395732879638672","3.526697874069214","4.895732879638672","25.34476661682129","23.96820068359375","49999","2.7755463123321533","1.640361785888672","3.237610101699829","2.140361785888672","18.376529693603516","4.581148624420166"
"2022-09-20-20:41:54_version_29","finished","-","rshad","","2022-09-22T14:19:29.000Z","33815","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=259-step=53820.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.112985372543335","4.783073425292969","3.5775673389434814","5.283073425292969","26.308631896972656","27.910863876342773","49999","2.85231876373291","2.625049591064453","3.325056791305542","3.125049591064453","18.950101852416992","9.765934944152832"
"2022-09-20-20:41:54_version_29","finished","-","rshad","","2023-07-12T10:03:48.000Z","50093","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=259-step=53820.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","false","14","3.0433619022369385","5.46270751953125","3.5120837688446045","5.96270751953125","22.862770080566406","35.55388259887695","49999","2.785724401473999","2.05206298828125","3.259942054748535","2.55206298828125","18.223880767822266","6.513025283813477"
"2022-09-20-20:41:54_version_28","finished","-","rshad","","2023-07-12T00:59:41.000Z","40494","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=9-step=2070.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","false","14","3.562069892883301","7.196567535400391","4.029454708099365","7.696567535400391","31.026447296142575","59.237152099609375","49999","3.387235403060913","1.8346633911132812","3.854696989059448","2.3346633911132812","25.71446228027344","5.450653076171875"
"2022-09-20-20:41:54_version_28","finished","-","rshad","","2022-09-22T14:19:29.000Z","33815","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=9-step=2070.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.427535057067871","5.418663024902344","3.897574663162231","5.918663024902344","28.57291603088379","35.03057098388672","49999","3.4146718978881836","1.936054229736328","3.883958101272583","2.436054229736328","25.718355178833008","5.934360027313232"
"2022-09-20-20:41:54_version_27","finished","-","rshad","","2022-09-22T13:20:33.000Z","82950","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=169-step=35190.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.050579786300659","5.811794281005859","3.514101505279541","6.311794281005859","25.662315368652344","39.838748931884766","49999","2.750516414642334","2.197254180908203","3.2164504528045654","2.697254180908203","18.12494468688965","7.275180339813232"
"2022-09-20-20:41:54_version_26","finished","-","rshad","","2022-09-22T12:48:01.000Z","74071","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=29-step=6210.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.1044921875","5.191097259521484","3.573040723800659","5.691097259521484","25.762300491333008","32.388587951660156","49999","2.977972984313965","1.3025550842285156","3.440512418746948","1.8025550842285156","21.213289260864254","3.2492048740386963"
"2022-09-20-20:41:54_version_25","finished","-","rshad","","2022-09-22T12:46:13.000Z","79041","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=59-step=12420.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.0311100482940674","3.62698745727539","3.4973573684692383","4.126987457275391","24.81144142150879","17.032026290893555","49999","2.906543493270874","2.103687286376953","3.3683547973632812","2.603687286376953","19.983264923095703","6.7791876792907715"
"2022-09-20-20:41:54_version_24","finished","-","rshad","","2022-09-22T12:13:55.000Z","79376","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=89-step=18630.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.0717287063598633","3.832111358642578","3.5400445461273193","4.332111358642578","25.112424850463867","18.767189025878903","49999","2.826221227645874","1.9469528198242188","3.292569160461426","2.4469528198242188","18.540937423706055","5.98757791519165"
"2022-09-20-20:41:54_version_23","finished","-","rshad","","2022-09-22T12:03:54.000Z","81021","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=189-step=39330.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.012456178665161","4.198078155517578","3.4796383380889893","4.698078155517578","24.997316360473633","22.071937561035156","49999","2.799264430999756","1.4897003173828125","3.263888359069824","1.9897003173828125","18.764001846313477","3.95890736579895"
"2022-09-20-20:41:54_version_22","finished","-","rshad","","2022-09-22T11:45:14.000Z","73338","","1","/oak/stanford/groups/willhies/ml_weights/mri_project/9g59sg0a/checkpoints/epoch=109-step=22770.ckpt","0.1","0.1","16","0.0001","torch.optim.lr_scheduler.StepLR","0.1","-1","4","false","finetune","true","single_model","torch.optim.adamw.AdamW","false","[0.9,0.999]","1e-8","0.0001","false","0.01","1","true","false","512","1","regression_mil","mvit","50","0.01","","15","3.002868175506592","4.415019989013672","3.4721028804779053","4.915019989013672","25.215330123901367","24.157421112060547","49999","2.791725397109986","1.2573318481445312","3.2551639080047607","1.7573318481445312","18.3456974029541","3.0882151126861572"
